1745369764.902943 server started (52921): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1745369764.902976 on Linux 6.14.2-300.fc42.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Apr 10 21:50:55 UTC 2025
1745369764.902993 using libevent 2.1.12-stable poll
1745369764.902999 using ncurses 6.5 20240629
1745369764.941268 cmd_find_current_client: no target, return (nil)
1745369764.941270 cmd_find_best_session: 0 sessions to try
1745369764.941271 cmd_find_current_client: no target, return (nil)
1745369764.941272 cmd_find_best_session: 0 sessions to try
1745369764.941274 cmd_find_best_session: 0 sessions to try
1745369764.941276 key_bindings_add: 0x7b { = swap-pane -U
1745369764.941277 cmd_find_best_session: 0 sessions to try
1745369764.941280 cmdq_next <global>: [bind-key/0x562621e77620] (0), flags 0
1745369764.941282 cmd_find_best_session: 0 sessions to try
1745369764.941284 cmd_find_current_client: no target, return (nil)
1745369764.941285 cmd_find_best_session: 0 sessions to try
1745369764.941286 cmd_find_current_client: no target, return (nil)
1745369764.941288 cmd_find_best_session: 0 sessions to try
1745369764.941289 cmd_find_best_session: 0 sessions to try
1745369764.941291 key_bindings_add: 0x7d } = swap-pane -D
1745369764.941292 cmd_find_best_session: 0 sessions to try
1745369764.941294 cmdq_next <global>: [bind-key/0x562621e77b70] (0), flags 0
1745369764.941295 cmd_find_best_session: 0 sessions to try
1745369764.941297 cmd_find_current_client: no target, return (nil)
1745369764.941298 cmd_find_best_session: 0 sessions to try
1745369764.941299 cmd_find_current_client: no target, return (nil)
1745369764.941301 cmd_find_best_session: 0 sessions to try
1745369764.941302 cmd_find_best_session: 0 sessions to try
1745369764.941304 key_bindings_add: 0x7e ~ = show-messages
1745369764.941305 cmd_find_best_session: 0 sessions to try
1745369764.941307 cmdq_next <global>: [bind-key/0x562621e77fb0] (0), flags 0
1745369764.941308 cmd_find_best_session: 0 sessions to try
1745369764.941310 cmd_find_current_client: no target, return (nil)
1745369764.941311 cmd_find_best_session: 0 sessions to try
1745369764.941313 cmd_find_current_client: no target, return (nil)
1745369764.941314 cmd_find_best_session: 0 sessions to try
1745369764.941315 cmd_find_best_session: 0 sessions to try
1745369764.941317 key_bindings_add: 0x10e1a6 PPage = copy-mode -u
1745369764.941319 cmd_find_best_session: 0 sessions to try
1745369764.941320 cmdq_next <global>: [bind-key/0x562621e780b0] (0), flags 0
1745369764.941322 cmd_find_best_session: 0 sessions to try
1745369764.941323 cmd_find_current_client: no target, return (nil)
1745369764.941324 cmd_find_best_session: 0 sessions to try
1745369764.941326 cmd_find_current_client: no target, return (nil)
1745369764.941327 cmd_find_best_session: 0 sessions to try
1745369764.941328 cmd_find_best_session: 0 sessions to try
1745369764.941331 key_bindings_add: 0x10e1a8 Up = select-pane -U
1745369764.941332 cmd_find_best_session: 0 sessions to try
1745369764.941334 cmdq_next <global>: [bind-key/0x562621e788d0] (0), flags 0
1745369764.941335 cmd_find_best_session: 0 sessions to try
1745369764.941337 cmd_find_current_client: no target, return (nil)
1745369764.941338 cmd_find_best_session: 0 sessions to try
1745369764.941339 cmd_find_current_client: no target, return (nil)
1745369764.941341 cmd_find_best_session: 0 sessions to try
1745369764.941342 cmd_find_best_session: 0 sessions to try
1745369764.941344 key_bindings_add: 0x10e1a9 Down = select-pane -D
1745369764.941346 cmd_find_best_session: 0 sessions to try
1745369764.941347 cmdq_next <global>: [bind-key/0x562621e78ee0] (0), flags 0
1745369764.941349 cmd_find_best_session: 0 sessions to try
1745369764.941350 cmd_find_current_client: no target, return (nil)
1745369764.941351 cmd_find_best_session: 0 sessions to try
1745369764.941353 cmd_find_current_client: no target, return (nil)
1745369764.941354 cmd_find_best_session: 0 sessions to try
1745369764.941355 cmd_find_best_session: 0 sessions to try
1745369764.941358 key_bindings_add: 0x10e1aa Left = select-pane -L
1745369764.941359 cmd_find_best_session: 0 sessions to try
1745369764.941361 cmdq_next <global>: [bind-key/0x562621e79830] (0), flags 0
1745369764.941362 cmd_find_best_session: 0 sessions to try
1745369764.941363 cmd_find_current_client: no target, return (nil)
1745369764.941365 cmd_find_best_session: 0 sessions to try
1745369764.941366 cmd_find_current_client: no target, return (nil)
1745369764.941367 cmd_find_best_session: 0 sessions to try
1745369764.941369 cmd_find_best_session: 0 sessions to try
1745369764.941371 key_bindings_add: 0x10e1ab Right = select-pane -R
1745369764.941372 cmd_find_best_session: 0 sessions to try
1745369764.941374 cmdq_next <global>: [bind-key/0x562621e7a510] (0), flags 0
1745369764.941375 cmd_find_best_session: 0 sessions to try
1745369764.941378 cmd_find_current_client: no target, return (nil)
1745369764.941380 cmd_find_best_session: 0 sessions to try
1745369764.941381 cmd_find_current_client: no target, return (nil)
1745369764.941383 cmd_find_best_session: 0 sessions to try
1745369764.941384 cmd_find_best_session: 0 sessions to try
1745369764.941387 key_bindings_add: 0x100000000031 M-1 = select-layout even-horizontal
1745369764.941388 cmd_find_best_session: 0 sessions to try
1745369764.941390 cmdq_next <global>: [bind-key/0x562621e7a9c0] (0), flags 0
1745369764.941391 cmd_find_best_session: 0 sessions to try
1745369764.941392 cmd_find_current_client: no target, return (nil)
1745369764.941394 cmd_find_best_session: 0 sessions to try
1745369764.941395 cmd_find_current_client: no target, return (nil)
1745369764.941396 cmd_find_best_session: 0 sessions to try
1745369764.941398 cmd_find_best_session: 0 sessions to try
1745369764.941400 key_bindings_add: 0x100000000032 M-2 = select-layout even-vertical
1745369764.941402 cmd_find_best_session: 0 sessions to try
1745369764.941403 cmdq_next <global>: [bind-key/0x562621e7b3d0] (0), flags 0
1745369764.941405 cmd_find_best_session: 0 sessions to try
1745369764.941406 cmd_find_current_client: no target, return (nil)
1745369764.941407 cmd_find_best_session: 0 sessions to try
1745369764.941408 cmd_find_current_client: no target, return (nil)
1745369764.941410 cmd_find_best_session: 0 sessions to try
1745369764.941411 cmd_find_best_session: 0 sessions to try
1745369764.941414 key_bindings_add: 0x100000000033 M-3 = select-layout main-horizontal
1745369764.941415 cmd_find_best_session: 0 sessions to try
1745369764.941417 cmdq_next <global>: [bind-key/0x562621e7bca0] (0), flags 0
1745369764.941418 cmd_find_best_session: 0 sessions to try
1745369764.941419 cmd_find_current_client: no target, return (nil)
1745369764.941421 cmd_find_best_session: 0 sessions to try
1745369764.941422 cmd_find_current_client: no target, return (nil)
1745369764.941423 cmd_find_best_session: 0 sessions to try
1745369764.941425 cmd_find_best_session: 0 sessions to try
1745369764.941427 key_bindings_add: 0x100000000034 M-4 = select-layout main-vertical
1745369764.941428 cmd_find_best_session: 0 sessions to try
1745369764.941430 cmdq_next <global>: [bind-key/0x562621e7c000] (0), flags 0
1745369764.941431 cmd_find_best_session: 0 sessions to try
1745369764.941433 cmd_find_current_client: no target, return (nil)
1745369764.941434 cmd_find_best_session: 0 sessions to try
1745369764.941436 cmd_find_current_client: no target, return (nil)
1745369764.941437 cmd_find_best_session: 0 sessions to try
1745369764.941438 cmd_find_best_session: 0 sessions to try
1745369764.941441 key_bindings_add: 0x100000000035 M-5 = select-layout tiled
1745369764.941442 cmd_find_best_session: 0 sessions to try
1745369764.941444 cmdq_next <global>: [bind-key/0x562621e7c8b0] (0), flags 0
1745369764.941445 cmd_find_best_session: 0 sessions to try
1745369764.941447 cmd_find_current_client: no target, return (nil)
1745369764.941448 cmd_find_best_session: 0 sessions to try
1745369764.941449 cmd_find_current_client: no target, return (nil)
1745369764.941451 cmd_find_best_session: 0 sessions to try
1745369764.941452 cmd_find_best_session: 0 sessions to try
1745369764.941455 key_bindings_add: 0x100000000036 M-6 = select-layout main-horizontal-mirrored
1745369764.941456 cmd_find_best_session: 0 sessions to try
1745369764.941458 cmdq_next <global>: [bind-key/0x562621e7b180] (0), flags 0
1745369764.941459 cmd_find_best_session: 0 sessions to try
1745369764.941460 cmd_find_current_client: no target, return (nil)
1745369764.941462 cmd_find_best_session: 0 sessions to try
1745369764.941463 cmd_find_current_client: no target, return (nil)
1745369764.941465 cmd_find_best_session: 0 sessions to try
1745369764.941466 cmd_find_best_session: 0 sessions to try
1745369764.941468 key_bindings_add: 0x100000000037 M-7 = select-layout main-vertical-mirrored
1745369764.941470 cmd_find_best_session: 0 sessions to try
1745369764.941471 cmdq_next <global>: [bind-key/0x562621e7cf10] (0), flags 0
1745369764.941474 cmd_find_best_session: 0 sessions to try
1745369764.941476 cmd_find_current_client: no target, return (nil)
1745369764.941477 cmd_find_best_session: 0 sessions to try
1745369764.941479 cmd_find_current_client: no target, return (nil)
1745369764.941480 cmd_find_best_session: 0 sessions to try
1745369764.941482 cmd_find_best_session: 0 sessions to try
1745369764.941484 key_bindings_add: 0x10000000006e M-n = next-window -a
1745369764.941485 cmd_find_best_session: 0 sessions to try
1745369764.941487 cmdq_next <global>: [bind-key/0x562621e7d1b0] (0), flags 0
1745369764.941488 cmd_find_best_session: 0 sessions to try
1745369764.941490 cmd_find_current_client: no target, return (nil)
1745369764.941491 cmd_find_best_session: 0 sessions to try
1745369764.941492 cmd_find_current_client: no target, return (nil)
1745369764.941494 cmd_find_best_session: 0 sessions to try
1745369764.941495 cmd_find_best_session: 0 sessions to try
1745369764.941497 key_bindings_add: 0x10000000006f M-o = rotate-window -D
1745369764.941499 cmd_find_best_session: 0 sessions to try
1745369764.941500 cmdq_next <global>: [bind-key/0x562621e7c9b0] (0), flags 0
1745369764.941501 cmd_find_best_session: 0 sessions to try
1745369764.941503 cmd_find_current_client: no target, return (nil)
1745369764.941504 cmd_find_best_session: 0 sessions to try
1745369764.941506 cmd_find_current_client: no target, return (nil)
1745369764.941507 cmd_find_best_session: 0 sessions to try
1745369764.941508 cmd_find_best_session: 0 sessions to try
1745369764.941510 key_bindings_add: 0x100000000070 M-p = previous-window -a
1745369764.941512 cmd_find_best_session: 0 sessions to try
1745369764.941514 cmdq_next <global>: [bind-key/0x562621e7d7c0] (0), flags 0
1745369764.941515 cmd_find_best_session: 0 sessions to try
1745369764.941516 cmd_find_current_client: no target, return (nil)
1745369764.941518 cmd_find_best_session: 0 sessions to try
1745369764.941519 cmd_find_current_client: no target, return (nil)
1745369764.941520 cmd_find_best_session: 0 sessions to try
1745369764.941522 cmd_find_best_session: 0 sessions to try
1745369764.941524 key_bindings_add: 0x40000010e1a8 S-Up = refresh-client -U 10
1745369764.941526 cmd_find_best_session: 0 sessions to try
1745369764.941528 cmdq_next <global>: [bind-key/0x562621e7e120] (0), flags 0
1745369764.941529 cmd_find_best_session: 0 sessions to try
1745369764.941530 cmd_find_current_client: no target, return (nil)
1745369764.941532 cmd_find_best_session: 0 sessions to try
1745369764.941533 cmd_find_current_client: no target, return (nil)
1745369764.941534 cmd_find_best_session: 0 sessions to try
1745369764.941536 cmd_find_best_session: 0 sessions to try
1745369764.941538 key_bindings_add: 0x40000010e1a9 S-Down = refresh-client -D 10
1745369764.941540 cmd_find_best_session: 0 sessions to try
1745369764.941541 cmdq_next <global>: [bind-key/0x562621e7e9d0] (0), flags 0
1745369764.941543 cmd_find_best_session: 0 sessions to try
1745369764.941544 cmd_find_current_client: no target, return (nil)
1745369764.941546 cmd_find_best_session: 0 sessions to try
1745369764.941547 cmd_find_current_client: no target, return (nil)
1745369764.941548 cmd_find_best_session: 0 sessions to try
1745369764.941550 cmd_find_best_session: 0 sessions to try
1745369764.941552 key_bindings_add: 0x40000010e1aa S-Left = refresh-client -L 10
1745369764.941554 cmd_find_best_session: 0 sessions to try
1745369764.941555 cmdq_next <global>: [bind-key/0x562621e7f210] (0), flags 0
1745369764.941556 cmd_find_best_session: 0 sessions to try
1745369764.941558 cmd_find_current_client: no target, return (nil)
1745369764.941559 cmd_find_best_session: 0 sessions to try
1745369764.941561 cmd_find_current_client: no target, return (nil)
1745369764.941562 cmd_find_best_session: 0 sessions to try
1745369764.941563 cmd_find_best_session: 0 sessions to try
1745369764.941566 key_bindings_add: 0x40000010e1ab S-Right = refresh-client -R 10
1745369764.941567 cmd_find_best_session: 0 sessions to try
1745369764.941569 cmdq_next <global>: [bind-key/0x562621e7f9c0] (0), flags 0
1745369764.941571 cmd_find_best_session: 0 sessions to try
1745369764.941573 cmd_find_current_client: no target, return (nil)
1745369764.941575 cmd_find_best_session: 0 sessions to try
1745369764.941576 cmd_find_current_client: no target, return (nil)
1745369764.941577 cmd_find_best_session: 0 sessions to try
1745369764.941579 cmd_find_best_session: 0 sessions to try
1745369764.941581 key_bindings_add: 0x10e1a2 DC = refresh-client -c
1745369764.941582 cmd_find_best_session: 0 sessions to try
1745369764.941584 cmdq_next <global>: [bind-key/0x562621e7f580] (0), flags 0
1745369764.941585 cmd_find_best_session: 0 sessions to try
1745369764.941587 cmd_find_current_client: no target, return (nil)
1745369764.941588 cmd_find_best_session: 0 sessions to try
1745369764.941589 cmd_find_current_client: no target, return (nil)
1745369764.941591 cmd_find_best_session: 0 sessions to try
1745369764.941592 cmd_find_best_session: 0 sessions to try
1745369764.941595 key_bindings_add: 0x10000010e1a8 M-Up = resize-pane -U 5
1745369764.941596 cmd_find_best_session: 0 sessions to try
1745369764.941598 cmdq_next <global>: [bind-key/0x562621e80270] (0), flags 0
1745369764.941599 cmd_find_best_session: 0 sessions to try
1745369764.941600 cmd_find_current_client: no target, return (nil)
1745369764.941602 cmd_find_best_session: 0 sessions to try
1745369764.941603 cmd_find_current_client: no target, return (nil)
1745369764.941605 cmd_find_best_session: 0 sessions to try
1745369764.941606 cmd_find_best_session: 0 sessions to try
1745369764.941608 key_bindings_add: 0x10000010e1a9 M-Down = resize-pane -D 5
1745369764.941610 cmd_find_best_session: 0 sessions to try
1745369764.941611 cmdq_next <global>: [bind-key/0x562621e80970] (0), flags 0
1745369764.941613 cmd_find_best_session: 0 sessions to try
1745369764.941614 cmd_find_current_client: no target, return (nil)
1745369764.941615 cmd_find_best_session: 0 sessions to try
1745369764.941617 cmd_find_current_client: no target, return (nil)
1745369764.941618 cmd_find_best_session: 0 sessions to try
1745369764.941620 cmd_find_best_session: 0 sessions to try
1745369764.941622 key_bindings_add: 0x10000010e1aa M-Left = resize-pane -L 5
1745369764.941623 cmd_find_best_session: 0 sessions to try
1745369764.941625 cmdq_next <global>: [bind-key/0x562621e81660] (0), flags 0
1745369764.941626 cmd_find_best_session: 0 sessions to try
1745369764.941628 cmd_find_current_client: no target, return (nil)
1745369764.941629 cmd_find_best_session: 0 sessions to try
1745369764.941631 cmd_find_current_client: no target, return (nil)
1745369764.941632 cmd_find_best_session: 0 sessions to try
1745369764.941633 cmd_find_best_session: 0 sessions to try
1745369764.941636 key_bindings_add: 0x10000010e1ab M-Right = resize-pane -R 5
1745369764.941637 cmd_find_best_session: 0 sessions to try
1745369764.941639 cmdq_next <global>: [bind-key/0x562621e7f770] (0), flags 0
1745369764.941640 cmd_find_best_session: 0 sessions to try
1745369764.941641 cmd_find_current_client: no target, return (nil)
1745369764.941643 cmd_find_best_session: 0 sessions to try
1745369764.941644 cmd_find_current_client: no target, return (nil)
1745369764.941646 cmd_find_best_session: 0 sessions to try
1745369764.941647 cmd_find_best_session: 0 sessions to try
1745369764.941649 key_bindings_add: 0x20000010e1a8 C-Up = resize-pane -U
1745369764.941651 cmd_find_best_session: 0 sessions to try
1745369764.941652 cmdq_next <global>: [bind-key/0x562621e82170] (0), flags 0
1745369764.941653 cmd_find_best_session: 0 sessions to try
1745369764.941655 cmd_find_current_client: no target, return (nil)
1745369764.941656 cmd_find_best_session: 0 sessions to try
1745369764.941658 cmd_find_current_client: no target, return (nil)
1745369764.941659 cmd_find_best_session: 0 sessions to try
1745369764.941660 cmd_find_best_session: 0 sessions to try
1745369764.941663 key_bindings_add: 0x20000010e1a9 C-Down = resize-pane -D
1745369764.941664 cmd_find_best_session: 0 sessions to try
1745369764.941666 cmdq_next <global>: [bind-key/0x562621e825b0] (0), flags 0
1745369764.941668 cmd_find_best_session: 0 sessions to try
1745369764.941670 cmd_find_current_client: no target, return (nil)
1745369764.941672 cmd_find_best_session: 0 sessions to try
1745369764.941673 cmd_find_current_client: no target, return (nil)
1745369764.941674 cmd_find_best_session: 0 sessions to try
1745369764.941676 cmd_find_best_session: 0 sessions to try
1745369764.941678 key_bindings_add: 0x20000010e1aa C-Left = resize-pane -L
1745369764.941679 cmd_find_best_session: 0 sessions to try
1745369764.941681 cmdq_next <global>: [bind-key/0x562621e81ab0] (0), flags 0
1745369764.941682 cmd_find_best_session: 0 sessions to try
1745369764.941684 cmd_find_current_client: no target, return (nil)
1745369764.941685 cmd_find_best_session: 0 sessions to try
1745369764.941687 cmd_find_current_client: no target, return (nil)
1745369764.941688 cmd_find_best_session: 0 sessions to try
1745369764.941689 cmd_find_best_session: 0 sessions to try
1745369764.941692 key_bindings_add: 0x20000010e1ab C-Right = resize-pane -R
1745369764.941693 cmd_find_best_session: 0 sessions to try
1745369764.941695 cmdq_next <global>: [bind-key/0x562621e863c0] (0), flags 0
1745369764.941696 cmd_find_best_session: 0 sessions to try
1745369764.941697 cmd_find_current_client: no target, return (nil)
1745369764.941699 cmd_find_best_session: 0 sessions to try
1745369764.941700 cmd_find_current_client: no target, return (nil)
1745369764.941702 cmd_find_best_session: 0 sessions to try
1745369764.941703 cmd_find_best_session: 0 sessions to try
1745369764.941732 key_bindings_add: 0x3c < = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1745369764.941734 cmd_find_best_session: 0 sessions to try
1745369764.941736 cmdq_next <global>: [bind-key/0x562621e8b7e0] (0), flags 0
1745369764.941737 cmd_find_best_session: 0 sessions to try
1745369764.941739 cmd_find_current_client: no target, return (nil)
1745369764.941740 cmd_find_best_session: 0 sessions to try
1745369764.941741 cmd_find_current_client: no target, return (nil)
1745369764.941743 cmd_find_best_session: 0 sessions to try
1745369764.941744 cmd_find_best_session: 0 sessions to try
1745369764.941786 key_bindings_add: 0x3e > = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1745369764.941789 cmd_find_best_session: 0 sessions to try
1745369764.941791 cmdq_next <global>: [bind-key/0x562621e86d20] (0), flags 0
1745369764.941793 cmd_find_best_session: 0 sessions to try
1745369764.941794 cmd_find_current_client: no target, return (nil)
1745369764.941796 cmd_find_best_session: 0 sessions to try
1745369764.941797 cmd_find_current_client: no target, return (nil)
1745369764.941798 cmd_find_best_session: 0 sessions to try
1745369764.941800 cmd_find_best_session: 0 sessions to try
1745369764.941803 key_bindings_add: 0x10e00e MouseDown1Pane = select-pane -t = ; send-keys -M
1745369764.941804 cmd_find_best_session: 0 sessions to try
1745369764.941806 cmdq_next <global>: [bind-key/0x562621e8b4b0] (0), flags 0
1745369764.941807 cmd_find_best_session: 0 sessions to try
1745369764.941809 cmd_find_current_client: no target, return (nil)
1745369764.941810 cmd_find_best_session: 0 sessions to try
1745369764.941811 cmd_find_current_client: no target, return (nil)
1745369764.941813 cmd_find_best_session: 0 sessions to try
1745369764.941814 cmd_find_best_session: 0 sessions to try
1745369764.941819 key_bindings_add: 0x10e07a MouseDrag1Pane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M }
1745369764.941820 cmd_find_best_session: 0 sessions to try
1745369764.941822 cmdq_next <global>: [bind-key/0x562621e876f0] (0), flags 0
1745369764.941823 cmd_find_best_session: 0 sessions to try
1745369764.941825 cmd_find_current_client: no target, return (nil)
1745369764.941826 cmd_find_best_session: 0 sessions to try
1745369764.941827 cmd_find_current_client: no target, return (nil)
1745369764.941829 cmd_find_best_session: 0 sessions to try
1745369764.941830 cmd_find_best_session: 0 sessions to try
1745369764.941835 key_bindings_add: 0x10e0e6 WheelUpPane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e }
1745369764.941836 cmd_find_best_session: 0 sessions to try
1745369764.941838 cmdq_next <global>: [bind-key/0x562621e7d570] (0), flags 0
1745369764.941839 cmd_find_best_session: 0 sessions to try
1745369764.941841 cmd_find_current_client: no target, return (nil)
1745369764.941842 cmd_find_best_session: 0 sessions to try
1745369764.941843 cmd_find_current_client: no target, return (nil)
1745369764.941845 cmd_find_best_session: 0 sessions to try
1745369764.941846 cmd_find_best_session: 0 sessions to try
1745369764.941851 key_bindings_add: 0x10e014 MouseDown2Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { paste-buffer -p }
1745369764.941852 cmd_find_best_session: 0 sessions to try
1745369764.941854 cmdq_next <global>: [bind-key/0x562621e836e0] (0), flags 0
1745369764.941855 cmd_find_best_session: 0 sessions to try
1745369764.941856 cmd_find_current_client: no target, return (nil)
1745369764.941858 cmd_find_best_session: 0 sessions to try
1745369764.941859 cmd_find_current_client: no target, return (nil)
1745369764.941860 cmd_find_best_session: 0 sessions to try
1745369764.941862 cmd_find_best_session: 0 sessions to try
1745369764.941870 key_bindings_add: 0x10e128 DoubleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1745369764.941871 cmd_find_best_session: 0 sessions to try
1745369764.941873 cmdq_next <global>: [bind-key/0x562621e97810] (0), flags 0
1745369764.941874 cmd_find_best_session: 0 sessions to try
1745369764.941876 cmd_find_current_client: no target, return (nil)
1745369764.941877 cmd_find_best_session: 0 sessions to try
1745369764.941878 cmd_find_current_client: no target, return (nil)
1745369764.941880 cmd_find_best_session: 0 sessions to try
1745369764.941881 cmd_find_best_session: 0 sessions to try
1745369764.941889 key_bindings_add: 0x10e15e TripleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1745369764.941891 cmd_find_best_session: 0 sessions to try
1745369764.941893 cmdq_next <global>: [bind-key/0x562621e976d0] (0), flags 0
1745369764.941895 cmd_find_best_session: 0 sessions to try
1745369764.941896 cmd_find_current_client: no target, return (nil)
1745369764.941897 cmd_find_best_session: 0 sessions to try
1745369764.941899 cmd_find_current_client: no target, return (nil)
1745369764.941900 cmd_find_best_session: 0 sessions to try
1745369764.941901 cmd_find_best_session: 0 sessions to try
1745369764.941904 key_bindings_add: 0x10e07f MouseDrag1Border = resize-pane -M
1745369764.941906 cmd_find_best_session: 0 sessions to try
1745369764.941907 cmdq_next <global>: [bind-key/0x562621e85b50] (0), flags 0
1745369764.941908 cmd_find_best_session: 0 sessions to try
1745369764.941910 cmd_find_current_client: no target, return (nil)
1745369764.941911 cmd_find_best_session: 0 sessions to try
1745369764.941912 cmd_find_current_client: no target, return (nil)
1745369764.941914 cmd_find_best_session: 0 sessions to try
1745369764.941915 cmd_find_best_session: 0 sessions to try
1745369764.941918 key_bindings_add: 0x10e00f MouseDown1Status = select-window -t =
1745369764.941919 cmd_find_best_session: 0 sessions to try
1745369764.941921 cmdq_next <global>: [bind-key/0x562621e8be30] (0), flags 0
1745369764.941922 cmd_find_best_session: 0 sessions to try
1745369764.941923 cmd_find_current_client: no target, return (nil)
1745369764.941925 cmd_find_best_session: 0 sessions to try
1745369764.941926 cmd_find_current_client: no target, return (nil)
1745369764.941927 cmd_find_best_session: 0 sessions to try
1745369764.941929 cmd_find_best_session: 0 sessions to try
1745369764.941932 key_bindings_add: 0x10e0ed WheelDownStatus = next-window
1745369764.941933 cmd_find_best_session: 0 sessions to try
1745369764.941935 cmdq_next <global>: [bind-key/0x562621e93e50] (0), flags 0
1745369764.941936 cmd_find_best_session: 0 sessions to try
1745369764.941937 cmd_find_current_client: no target, return (nil)
1745369764.941938 cmd_find_best_session: 0 sessions to try
1745369764.941940 cmd_find_current_client: no target, return (nil)
1745369764.941941 cmd_find_best_session: 0 sessions to try
1745369764.941943 cmd_find_best_session: 0 sessions to try
1745369764.941946 key_bindings_add: 0x10e0e7 WheelUpStatus = previous-window
1745369764.941947 cmd_find_best_session: 0 sessions to try
1745369764.941949 cmdq_next <global>: [bind-key/0x562621e98a60] (0), flags 0
1745369764.941950 cmd_find_best_session: 0 sessions to try
1745369764.941951 cmd_find_current_client: no target, return (nil)
1745369764.941953 cmd_find_best_session: 0 sessions to try
1745369764.941954 cmd_find_current_client: no target, return (nil)
1745369764.941955 cmd_find_best_session: 0 sessions to try
1745369764.941957 cmd_find_best_session: 0 sessions to try
1745369764.941972 key_bindings_add: 0x10e01c MouseDown3StatusLeft = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1745369764.941974 cmd_find_best_session: 0 sessions to try
1745369764.941975 cmdq_next <global>: [bind-key/0x562621e99550] (0), flags 0
1745369764.941977 cmd_find_best_session: 0 sessions to try
1745369764.941978 cmd_find_current_client: no target, return (nil)
1745369764.941980 cmd_find_best_session: 0 sessions to try
1745369764.941981 cmd_find_current_client: no target, return (nil)
1745369764.941982 cmd_find_best_session: 0 sessions to try
1745369764.941984 cmd_find_best_session: 0 sessions to try
1745369764.941996 key_bindings_add: 0x10000010e01c M-MouseDown3StatusLeft = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1745369764.941998 cmd_find_best_session: 0 sessions to try
1745369764.942001 cmdq_next <global>: [bind-key/0x562621ea0f30] (0), flags 0
1745369764.942005 cmd_find_best_session: 0 sessions to try
1745369764.942007 cmd_find_current_client: no target, return (nil)
1745369764.942008 cmd_find_best_session: 0 sessions to try
